Author Id,Topic Words
12133,"{'zpq': 0.07300149298453111, 'orbifold': 0.05899979173184326, 'primaries': 0.050316104945895, 'number': 0.049428292708943264, 'matrix': 0.049273806205532455, 'permutation': 0.042941790310514844, 'orbits': 0.039372591391235945, 'characters': 0.03462818788556793, 'theory': 0.02922506495497426, 'amplitude': 0.029101807739943614, 'torus': 0.028292477513998188, 'case': 0.025476591571288135, 'group': 0.02102808342884649, 'modular': 0.020653419655886733, 'explicit': 0.020653419655886733, 'general': 0.020199701157810945, 'trace': 0.019729159112652397, 'set': 0.018915661121866822, 'coecients': 0.018279348128211054, 'bantay': 0.01683868592136048, 'subgroup': 0.01683868592136048, 'formula': 0.015777625540905338, 'orbit': 0.01565310871170196, 'elds': 0.015370983541880713, 'hep': 0.015370983541880713, 'cft': 0.015140080917063425, 'invariant': 0.013780401256431873, 'conformal': 0.013780401256431873, 'generated': 0.013477670684910015, 'irreducible': 0.012726333231966258}"
11848,"{'cos': 0.13756764380964318, 'boundary': 0.08825242703651073, 'sinh': 0.08416975811806088, 'sin': 0.08243477677014999, 'coth': 0.06776635933266167, 'reection': 0.06477538213881182, 'quantum': 0.05580187493232881, 'bulk': 0.05314854537146532, 'theory': 0.045738789320671665, 'factor': 0.0439132794112741, 'cosh': 0.040399112219396745, 'model': 0.04028955046348692, 'gordon': 0.03979769812888756, 'eik': 0.033798681178777934, 'order': 0.030400400629189306, 'type': 0.028848154842956275, 'toda': 0.028662354156875798, 'contribution': 0.023881136703386274, 'propagator': 0.02209870005810614, 'point': 0.021963500978627204, 'eld': 0.021287702192205767, 'classical': 0.020591638618956354, 'iii': 0.019313218655188164, 'ane': 0.019219778191494175, 'diagram': 0.019157622090871886, 'form': 0.018838194192390037, 'corrections': 0.018824807857616838, 'half': 0.018390273141012686, 'rst': 0.018374527441676024, 'loop': 0.018240857126393357}"
12144,"{'energy': 0.06584761681981258, 'fermion': 0.0474703449370244, 'hamiltonian': 0.03883742587312883, 'order': 0.03177543713024563, 'eective': 0.03165712209675786, 'diagrams': 0.029993407736665298, 'fig': 0.022633348329834956, 'eld': 0.020105885241085128, 'theory': 0.018025000343580747, 'method': 0.01584990639445604, 'momentum': 0.01570133160477307, 'divergences': 0.015142029890949649, 'scalar': 0.014891580141346256, 'terms': 0.013270642480479447, 'conserved': 0.013198251452572432, 'external': 0.01297321595760463, 'integrations': 0.01286694121141315, 'term': 0.012639959451067898, 'particle': 0.012541515297098113, 'feynman': 0.011758159939111765, 'state': 0.011602819739823585, 'divergence': 0.011403688269379153, 'renormalized': 0.010583402337918903, 'momenta': 0.010511825493949996, 'renormalization': 0.010299125923182856, 'number': 0.010056807938723988, 'usual': 0.009586398832801268, 'contribution': 0.008934758948775823, 'energies': 0.008651691641679907, 'anti': 0.008651691641679907}"
12147,"{'bps': 0.10650177473222287, 'solutions': 0.048768069667262104, 'vacua': 0.040974207953057125, 'dimension': 0.03829225979936043, 'dimensions': 0.03379360891719349, 'case': 0.03210776556972326, 'compact': 0.02955975917602109, 'initial': 0.028298930419205642, 'energy': 0.026992445428790535, 'model': 0.025722849135810258, 'periodic': 0.024470821075998253, 'models': 0.023351811554107427, 'solution': 0.02232142392120276, 'interpolation': 0.022231894298138197, 'tension': 0.021799670188671974, 'generalized': 0.019901856318567, 'saturated': 0.019770172509661014, 'length': 0.01822837707554062, 'pole': 0.017815357970276058, 'rev': 0.01692912067840631, 'dimensional': 0.016622914913409587, 'spatial': 0.016146071237032225, 'susy': 0.016146071237032225, 'cycle': 0.016146071237032225, 'equations': 0.015178644891316949, 'extra': 0.013509705521325799, 'walls': 0.012877169744691871, 'shifman': 0.012653080065222228, 'perturbative': 0.01212117156173101, 'set': 0.011886786801410587}"
12148,"{'supergravity': 0.08296027471852373, 'ads': 0.07387098883295705, 'elds': 0.07378941915548726, 'local': 0.05126355277951795, 'dimensional': 0.049579268561881315, 'eld': 0.043459894118350995, 'gauge': 0.04164974592974806, 'boundary': 0.04029928417891082, 'csg': 0.035090389626281776, 'symmetries': 0.027911489094786048, 'terms': 0.026204131245126105, 'transformation': 0.025566964836858625, 'hep': 0.022284813751193594, 'dimensions': 0.019642198710711142, 'weyl': 0.019148872982685194, 'super': 0.017422869140038, 'cft': 0.016915817570218594, 'order': 0.01626893702024135, 'theory': 0.01489829104730326, 'general': 0.012318456504492745, 'limit': 0.012159793828215706, 'lett': 0.012147108940360245, 'spinor': 0.01170458434346805, 'supersymmetry': 0.011153538655343576, 'xing': 0.011153538655343576, 'transformations': 0.011153538655343576, 'theories': 0.010854980579713154, 'condition': 0.01082034883604086, 'conformal': 0.010647709111921325, 'parameters': 0.010125960039202974}"
12153,"{'boundary': 0.07559319247656036, 'conditions': 0.05414256268108588, 'string': 0.04362675729158115, 'dirichlet': 0.0406732357402705, 'theory': 0.0386811586842035, 'weyl': 0.03797293694299518, 'sheet': 0.03106350197846003, 'theories': 0.028422255672693558, 'action': 0.024995908844415618, 'eld': 0.0245304843437884, 'term': 0.023834065578606636, 'strings': 0.02325667077827979, 'liouville': 0.02140949148309301, 'invariance': 0.021082368666947127, 'case': 0.01624664719554629, 'mode': 0.01623256494273593, 'constant': 0.0160250572600108, 'respect': 0.015989232576056153, 'cosmological': 0.013326580104340444, 'tachyonic': 0.013282830159605512, 'qcd': 0.012939121955747711, 'dimensional': 0.012281438818549748, 'vacuum': 0.012281438818549748, 'space': 0.011995253019353173, 'spacetime': 0.011449737601818888, 'linear': 0.011101237862534141, 'hep': 0.011005937946845233, 'terms': 0.010660114910398276, 'redenition': 0.010588691108232545, 'condensation': 0.010588691108232545}"
12156,"{'exp': 0.19101436353921758, 'operator': 0.1753042071532012, 'dirac': 0.14661156433202588, 'space': 0.09248694516660548, 'equation': 0.08835075721356964, 'tensor': 0.06318854581248641, 'killing': 0.04479935812900598, 'eld': 0.0417043474377694, 'riemannian': 0.040498806111903346, 'matrix': 0.03705448932680211, 'yano': 0.03577782626311055, 'metric': 0.03448593396382298, 'case': 0.03403571849673653, 'operators': 0.03324832320384259, 'form': 0.0317578608944661, 'equations': 0.028444963299263597, 'metrics': 0.023751869228008093, 'condition': 0.02322034357670716, 'spaces': 0.02172722955775049, 'det': 0.015820164190395475, 'conditions': 0.015231754160978479, 'gravitational': 0.014257451023773904, 'symmetry': 0.01423972691417636, 'connection': 0.01423972691417636, 'scalar': 0.012163764203250549, 'components': 0.011860186209257774, 'kij': 0.011860186209257774, 'discussed': 0.011860186209257774, 'solution': 0.011814298301147693, 'spin': 0.011814298301147693}"
7112,"{'string': 0.04871203720119867, 'brane': 0.031112010067528912, 'type': 0.027332600779321668, 'branes': 0.025404859515578474, 'theory': 0.0253707286935441, 'eld': 0.013147247450547989, 'van': 0.01261550559203714, 'bps': 0.012140322011918961, 'gauge': 0.010356903645389574, 'strings': 0.009529719228654447, 'action': 0.008675696972197144, 'het': 0.008608587201162143, 'anomaly': 0.006973231139848268, 'state': 0.006966254530467723, 'een': 0.006892785905351417, 'elds': 0.006867591727904812, 'boundary': 0.006670982157387474, 'states': 0.005947993016423625, 'wess': 0.005916840355749135, 'voor': 0.005599923454052937, 'closed': 0.005478476246052591, 'theories': 0.0053219708254017145, 'chapter': 0.005189228089563392, 'dat': 0.005088741821486692, 'term': 0.004731699566993176, 'zumino': 0.004467704931878307, 'tachyon': 0.0042612342249848945, 'fundamental': 0.004226616435324692, 'iib': 0.0041700643312728115, 'chiral': 0.0039283549919352685}"
12162,"{'phase': 0.16220261058749819, 'model': 0.12572232899112748, 'gauge': 0.12504569988754088, 'theory': 0.09393203711457687, 'temperature': 0.08156825355088548, 'boundary': 0.06888399794224577, 'tqft': 0.0661849957796729, 'conditions': 0.051802961499021416, 'conning': 0.048434455728237985, 'dimensional': 0.047824631715042115, 'sector': 0.04568535137615298, 'compact': 0.04329915506381827, 'coupling': 0.039764846349975645, 'region': 0.039684506743088835, 'equation': 0.03743247057649059, 'critical': 0.03695598808689457, 'mag': 0.03436449127935405, 'fig': 0.03363297122609002, 'topological': 0.033375565168269006, 'transition': 0.031116244565347447, 'qcd': 0.03064577563667237, 'qed': 0.027970613032327372, 'mmt': 0.026089531693735762, 'nite': 0.0258770518362925, 'coulomb': 0.025566443796166738, 'type': 0.025452971429229948, 'periodic': 0.025224358230033814, 'connement': 0.02402702621058283, 'monopole': 0.0237409224248053, 'cylinder': 0.023074936970795466}"
10190,"{'symplectic': 0.13681910613894632, 'hamiltonian': 0.13009665482798735, 'form': 0.1095732894563187, 'kdv': 0.0949753347122001, 'lagrangian': 0.08130970642588359, 'ere': 0.06836764075301391, 'witten': 0.06314796943816883, 'monge': 0.058411648480251675, 'complex': 0.053965916419823075, 'equation': 0.05393904596726407, 'zuckerman': 0.05085478340855665, 'kahler': 0.047757215795763884, 'theory': 0.04377415666800717, 'structure': 0.04304297470926733, 'amp': 0.04095710042980352, 'operator': 0.03924363974538356, 'action': 0.035592506111931786, 'rst': 0.0353381270974573, 'diracs': 0.03177248825127248, 'constraints': 0.029777221834754914, 'equations': 0.02902760576118321, 'math': 0.027771719365423553, 'bracket': 0.027618513317792456, 'xxx': 0.02669001620734207, 'group': 0.02486772019897099, 'dirac': 0.024565851736438472, 'metrics': 0.024448134472593922, 'case': 0.02337179559310149, 'terms': 0.02035305037925348, 'dierential': 0.01971370537369027}"
12166,"{'brane': 0.12900613462266533, 'bulk': 0.06947991930819516, 'equations': 0.06650785577572182, 'nonlocal': 0.05876088379014688, 'energy': 0.05217516799491629, 'general': 0.040664778885336206, 'eects': 0.03622019944938837, 'gravitational': 0.03594665145720205, 'tensor': 0.03351210639955575, 'curl': 0.03250410908901322, 'eld': 0.03044342555101449, 'density': 0.027709554898839243, 'perturbations': 0.023575531929485857, 'propagation': 0.021544001876924204, 'equation': 0.020871864687093317, 'case': 0.016930383585067155, 'scalar': 0.015935063892150048, 'gravito': 0.01586830731371211, 'covariant': 0.015562132207944359, 'dimensional': 0.015152489931354183, 'acceleration': 0.014554929462525235, 'lett': 0.014142995997823427, 'momentum': 0.013924874481553778, 'friedmann': 0.01320122094206689, 'rev': 0.01288573504572725, 'local': 0.012814081253455706, 'relativity': 0.0126336571774295, 'anisotropic': 0.01198792266402679, 'metric': 0.011791974816802555, 'uid': 0.009963147280933615}"
12171,"{'model': 0.0968429865863185, 'cos': 0.06858095027462002, 'eld': 0.06473492738663286, 'qcd': 0.048303676071533706, 'soliton': 0.04790210746098692, 'elds': 0.04784249865353632, 'solutions': 0.04341610477864668, 'adjoint': 0.04253557479934776, 'mass': 0.04207190575231927, 'representation': 0.041102201063301924, 'catm': 0.039790581493380446, 'atm': 0.03671115131693609, 'toda': 0.03613234994323457, 'kdyn': 0.034865636346089815, 'fundamental': 0.033554251947353536, 'ane': 0.030400748488267765, 'term': 0.029952657576208443, 'quantum': 0.029801386535254215, 'theory': 0.02878472887036025, 'string': 0.028301036940708298, 'brst': 0.0266241033009789, 'solitons': 0.02548846964005816, 'external': 0.025424095609838725, 'sine': 0.024552037565003834, 'gordon': 0.024273625267332604, 'qbrst': 0.024053706882262264, 'topological': 0.02333173028589649, 'tension': 0.0232482668696664, 'nucl': 0.021933952754931048, 'kext': 0.02111752762084293}"
8641,"{'multiplet': 0.1132828073940324, 'vector': 0.09291119058744779, 'hep': 0.077791665566349, 'gauge': 0.060358690324991575, 'eld': 0.05750256448549506, 'transformations': 0.053419806161371444, 'tensor': 0.046334230812400984, 'order': 0.04510351235327442, 'cos': 0.04044954629676381, 'central': 0.03755337849178933, 'supersymmetry': 0.030417283671342554, 'eig': 0.029619405773401844, 'shell': 0.029065119679056065, 'nucl': 0.028466541986174265, 'supereld': 0.02583332749207558, 'charge': 0.02497725052906627, 'supersymmetric': 0.023314105045809053, 'constraints': 0.0228229582037123, 'nlvt': 0.021910857185311626, 'coupling': 0.021148799733909998, 'auxiliary': 0.020772646763801448, 'knaepen': 0.020726669473791894, 'terms': 0.02011504973439521, 'gauged': 0.018865424677278753, 'interactions': 0.018740733902163173, 'model': 0.01808596461195626, 'transformation': 0.017340342100608228, 'henneaux': 0.01692748350788184, 'kuzenko': 0.016626409407838553, 'wit': 0.016626409407838553}"
12176,"{'wall': 0.07501219058865317, 'metric': 0.0667251154157733, 'dimensional': 0.06462065836317815, 'potential': 0.04846153631382702, 'domain': 0.04793984800676309, 'order': 0.044723667835562475, 'equations': 0.03712733074584173, 'rst': 0.03341251381881424, 'junction': 0.031172950283909068, 'equation': 0.030304232065349823, 'solution': 0.028141189613875905, 'supergravity': 0.027507084125496496, 'scalar': 0.02665082624722273, 'dimensions': 0.026158392407898266, 'gravity': 0.025582240099472506, 'hep': 0.02466512202459344, 'extra': 0.020731716950981558, 'elds': 0.015508798660671001, 'lett': 0.015360610952085508, 'constant': 0.014812590606525788, 'massless': 0.013427914033319718, 'solutions': 0.013289969020677904, 'action': 0.013289969020677904, 'models': 0.012999888457815995, 'tensions': 0.012999888457815995, 'rev': 0.012107201460072768, 'kimi': 0.011512377328928205, 'cosmological': 0.011394111130023131, 'supersymmetric': 0.011394111130023131, 'model': 0.011394111130023131}"
5611,"{'string': 0.0917725446980839, 'action': 0.04749912089544704, 'elds': 0.045524146666744175, 'brane': 0.04547391593276799, 'case': 0.0411762523638349, 'scale': 0.03716761336466971, 'measure': 0.03668190548923514, 'dimensional': 0.03126097671049319, 'cosmological': 0.028214042817139958, 'constant': 0.027084346093376323, 'lett': 0.026774843606817922, 'theory': 0.026485024398128727, 'gauge': 0.02605515287079771, 'fundamental': 0.024458215367410583, 'total': 0.024014341733378006, 'tension': 0.02298076079441018, 'theories': 0.020849327533364784, 'equation': 0.02030940672798601, 'motion': 0.02001870522879591, 'metric': 0.02001870522879591, 'point': 0.019758286013699056, 'equations': 0.018735254258597053, 'eld': 0.018071725424815666, 'notice': 0.017849942595954432, 'branes': 0.01755137285700438, 'integration': 0.01745238699873518, 'cdcx': 0.01707976270756051, 'dened': 0.016543980343091062, 'polyakov': 0.015643502195931858, 'guendelman': 0.015224835655897759}"
5808,"{'brane': 0.12183993411733096, 'perturbations': 0.09969201038235838, 'arxiv': 0.05624731218135355, 'energy': 0.05403593490161951, 'cosmological': 0.04792199111105689, 'hep': 0.04599763625451046, 'equations': 0.04511246205638751, 'bulk': 0.04032515404922307, 'dimensional': 0.03981465165836822, 'spacetime': 0.03808613915679409, 'metric': 0.03375200873595065, 'tensor': 0.03303250154376544, 'cosmology': 0.029888125750913933, 'extra': 0.02876012820159124, 'rev': 0.02620133451218254, 'matter': 0.023529438976643897, 'gauge': 0.02323778744954376, 'case': 0.022282107661625722, 'evolution': 0.020853963350131975, 'high': 0.020795204253437005, 'terms': 0.020770990864329708, 'lett': 0.019693385323283626, 'equation': 0.019048539397595945, 'general': 0.01847661975673385, 'gst': 0.018465663739625215, 'conditions': 0.018372838632609287, 'ordinary': 0.017731114929865927, 'junction': 0.015878919405638597, 'universe': 0.01549642639731319, 'regime': 0.015151688686829888}"
7289,"{'elds': 0.16259226811138064, 'gauge': 0.13961181982900842, 'eld': 0.12844629142768185, 'tensor': 0.09906387327595649, 'noncommutative': 0.09443649057280686, 'local': 0.09383878785226275, 'chiral': 0.08561845919351385, 'planar': 0.08419295882605936, 'transformation': 0.07586679069527714, 'mills': 0.0719597504471052, 'anomaly': 0.07163101817542705, 'abelian': 0.06924058320042442, 'anomalies': 0.06903381475951986, 'conformal': 0.06776836309862955, 'theories': 0.060468388086629125, 'yang': 0.055677514164330484, 'dimensions': 0.054132807034335234, 'axial': 0.053345068039238316, 'theory': 0.04586071694127533, 'hep': 0.043060088898715564, 'expression': 0.04238204096293859, 'group': 0.04161727492049552, 'exp': 0.040317013399240396, 'rank': 0.0395684196274406, 'terms': 0.038851937378086, 'contributions': 0.03566151916297401, 'sector': 0.03492552633888313, 'momentum': 0.03468469927413409, 'ordinary': 0.03162112116163511, 'function': 0.030830270381525398}"
12195,"{'solutions': 0.0526798577865465, 'equation': 0.05178031269312337, 'approximation': 0.03504653747822677, 'basis': 0.034556699196439736, 'momentum': 0.031124265101157816, 'large': 0.02890890528124481, 'bethe': 0.026646953232890937, 'instantaneous': 0.02546042089284048, 'splines': 0.02034918809491168, 'values': 0.019296929492993928, 'knots': 0.018733274629045504, 'integral': 0.017740214840167034, 'photon': 0.017296379408164503, 'bound': 0.01665295598956279, 'functions': 0.0161734193786911, 'salpeter': 0.0161734193786911, 'small': 0.01351944571159471, 'rev': 0.012775987940708229, 'form': 0.012696608994074085, 'coupling': 0.012177954059275811, 'numerically': 0.011796735447540507, 'order': 0.011796735447540507, 'angular': 0.011534760889282472, 'terms': 0.011474273969879878, 'singularity': 0.011452157963692852, 'single': 0.010269177272125634, 'function': 0.009707284258404503, 'logarithmic': 0.009659504311430206, 'knot': 0.009570254596290087, 'boundary': 0.009371838610628562}"
12196,"{'zrs': 0.03376928908983798, 'dsx': 0.030738042397138912, 'local': 0.02657056226736121, 'particle': 0.024409897475863765, 'algebra': 0.01983601987256752, 'bounded': 0.01949447219414798, 'respect': 0.01927562052621523, 'proposition': 0.019127727356286615, 'set': 0.017514142056549806, 'hand': 0.01679606579657669, 'energy': 0.016232901602115588, 'weights': 0.015837209092989246, 'theorem': 0.015576582653943159, 'operators': 0.01527066500121571, 'space': 0.014815930634188575, 'borel': 0.014412627282546532, 'momentum': 0.014316547110476835, 'representation': 0.014205744264519949, 'function': 0.013901194238371228, 'lemma': 0.013784276782014573, 'disintegration': 0.012962942129577886, 'functionals': 0.01217404197210152, 'theory': 0.011772051232525694, 'representations': 0.011646643610598941, 'quantum': 0.011593516863128497, 'property': 0.010977132990139388, 'restricted': 0.010803171975728545, 'convex': 0.010493519781945782, 'eld': 0.010371217483414593, 'continuous': 0.010210694758823208}"
12197,"{'conformal': 0.05903161885251881, 'limit': 0.05290300020811978, 'plane': 0.05140508674897737, 'dual': 0.04713541023480061, 'elds': 0.043631553944116185, 'eld': 0.042541369129840245, 'penrose': 0.033732533305276265, 'einstein': 0.03301737227959141, 'wave': 0.032836487358034, 'form': 0.0324396880737223, 'hep': 0.03240758360690925, 'metric': 0.030206297291687157, 'constant': 0.029464116546913666, 'arxiv': 0.029464116546913666, 'killing': 0.02892858898279717, 'theory': 0.028546373355736412, 'gauge': 0.028169991784720256, 'duality': 0.02459740500485024, 'cosmological': 0.024383225682520465, 'vector': 0.022425607786670316, 'waves': 0.02160663046131961, 'iia': 0.020961197948497316, 'spacetime': 0.020585643397385993, 'string': 0.019633747728583506, 'coordinates': 0.019403308889880233, 'action': 0.01878572390605048, 'iib': 0.016681243815746073, 'theories': 0.01570961436101026, 'coordinate': 0.015582824479896786, 'manifold': 0.01478003224230548}"
10479,"{'string': 0.13522211083233077, 'abrikosov': 0.08852007737573853, 'bps': 0.08049470848531859, 'superpotential': 0.062000379046030896, 'saturated': 0.06095388746436778, 'perturbation': 0.0487682657292747, 'supersymmetry': 0.04633492812689813, 'supersymmetric': 0.04400099580270851, 'order': 0.03728620304642977, 'hep': 0.037243738371072144, 'case': 0.03271361444881117, 'rst': 0.03228661326343585, 'olesen': 0.03228661326343585, 'term': 0.03050739122064021, 'elds': 0.02856319998468561, 'strings': 0.02529189872505611, 'electrodynamics': 0.024235088038284114, 'nielsen': 0.021440206575925377, 'small': 0.021440206575925377, 'parameter': 0.01967248912616778, 'lett': 0.019270159286054828, 'transformations': 0.01832878977780568, 'tension': 0.018120582123642842, 'situation': 0.01618356281313238, 'chiral': 0.014757700267292131, 'nucl': 0.014757700267292131, 'fayet': 0.014757700267292131, 'iam': 0.014317213167165145, 'longer': 0.014317213167165145, 'supersym': 0.013136778175506236}"
2986,"{'theories': 0.058493805933740387, 'killing': 0.05087279291242161, 'spinors': 0.04553858987642121, 'theory': 0.045146926616957045, 'supersymmetry': 0.03889175930810817, 'term': 0.02542579069845561, 'spinor': 0.023535699635809287, 'supersymmetric': 0.021860334087553696, 'mass': 0.021407772432225178, 'space': 0.021129405554165835, 'elds': 0.017107203027281526, 'sym': 0.015602578226943761, 'scalar': 0.015566583646716071, 'hep': 0.015199371646858107, 'gauge': 0.015054959195834314, 'dimensional': 0.014906354919952531, 'eld': 0.01427582549937348, 'equation': 0.01384470447382359, 'terms': 0.012748042949310406, 'algebra': 0.012583185917617694, 'case': 0.012490034718576487, 'constant': 0.011557914669764005, 'action': 0.01024778342305186, 'coulomb': 0.00964532709745208, 'standard': 0.00936362639436921, 'real': 0.009253076087710366, 'ads': 0.009232553582832046, 'curvature': 0.008558176124093767, 'family': 0.0085209666054607, 'derivative': 0.008440414446252518}"
12212,"{'mass': 0.05364841897865721, 'space': 0.043189641646314704, 'theory': 0.04287921163437926, 'group': 0.037528001198959805, 'equation': 0.0335360410695844, 'eld': 0.03104009620487848, 'time': 0.02716518514009361, 'spectrum': 0.02507870098417749, 'force': 0.024560354372849605, 'particle': 0.022332606937771043, 'symmetry': 0.018115150024242032, 'metric': 0.014139024992166103, 'equations': 0.013190548428386998, 'spin': 0.013116478228983892, 'representation': 0.012081794836804062, 'masses': 0.011623554497953964, 'boson': 0.010372156998438575, 'angle': 0.010372156998438575, 'set': 0.00946153795682467, 'gauge': 0.009185465920350853, 'values': 0.008838273157838734, 'matrices': 0.007556778446225583, 'point': 0.007476480823645687, 'invariant': 0.007074146779028608, 'coupling': 0.007074146779028608, 'coordinate': 0.0069205239794806195, 'solution': 0.0069205239794806195, 'electroweak': 0.006564790708265619, 'dimension': 0.006564790708265619, 'problem': 0.006293441409656242}"
12222,"{'instantons': 0.10859170491939477, 'singularity': 0.09897177109475949, 'singular': 0.08868836413470153, 'action': 0.08400975621980693, 'contribution': 0.08384113940928585, 'boundary': 0.07543669221408858, 'term': 0.055574250203485415, 'regular': 0.050000622417204516, 'dimensional': 0.04974641239244975, 'case': 0.03874731426978436, 'metric': 0.03317319236859421, 'spacetime': 0.02750423585766751, 'hawking': 0.02491176133340082, 'vilenkins': 0.02458273789176624, 'gibbonshawking': 0.02418306625855982, 'dimension': 0.02024167107869975, 'calculate': 0.017759043331685598, 'bolt': 0.017714621458278255, 'scalar': 0.015541934669439997, 'rev': 0.014659914391233896, 'dimensions': 0.014659914391233896, 'constant': 0.014293982487926037, 'euclidean': 0.013427650139919409, 'surface': 0.013427650139919409, 'instanton': 0.013427650139919409, 'point': 0.01332482518398257, 'eld': 0.013245579674291132, 'potential': 0.011615750968508372, 'kaluzaklein': 0.011292537270655295, 'parameter': 0.01119343178985422}"
9403,"{'torsion': 0.11116061815734275, 'theory': 0.07385686910924928, 'derived': 0.05989178813547123, 'toric': 0.04981892362253863, 'quiver': 0.04782697413195784, 'cohomology': 0.0477029946442014, 'dual': 0.044077417402475644, 'hom': 0.04086454069881114, 'category': 0.03787008067794785, 'mod': 0.0376739625949174, 'bundle': 0.03643073734654329, 'def': 0.034777188874637883, 'sequence': 0.03337070793268035, 'free': 0.0321417934740968, 'modules': 0.030120295564419964, 'quivers': 0.02819075278193446, 'complex': 0.027894940544315478, 'gauge': 0.026520079610883998, 'bundles': 0.025983604311004924, 'map': 0.02541664310075679, 'group': 0.023902260075053458, 'algebra': 0.02346815142809543, 'categories': 0.022334901631946465, 'duality': 0.021743456527449846, 'isomorphism': 0.021487638277189428, 'brane': 0.020242448899050632, 'representation': 0.017949480300950355, 'check': 0.01675466328504418, 'maps': 0.016631948090684915, 'chain': 0.016624834221515228}"
12225,"{'functions': 0.02711604965998049, 'series': 0.025037244506350947, 'theory': 0.025026667246838094, 'conformal': 0.02290997382272203, 'eld': 0.01865932364693008, 'power': 0.015550732632926483, 'case': 0.014388397035141533, 'nhv': 0.013872141381264491, 'proof': 0.013601344134882475, 'correlation': 0.013478169484484045, 'chiral': 0.011295542627434665, 'poles': 0.011222211665478543, 'term': 0.011199944227588673, 'space': 0.011178965875808888, 'lemma': 0.010547841911818203, 'function': 0.010339072816096598, 'vertex': 0.009556992029470107, 'vnh': 0.008385970420833444, 'weight': 0.008283575120890743, 'condition': 0.00825345330140892, 'operator': 0.007756456683013453, 'rst': 0.007756456683013453, 'theorem': 0.007687721687369689, 'algebras': 0.007646866666601061, 'states': 0.007002104090206169, 'blocks': 0.006954442590437718, 'zhus': 0.0067424525792586145, 'highest': 0.006719680362009161, 'product': 0.006532383976291419, 'fact': 0.006532383976291419}"
8306,"{'theory': 0.06013894158697761, 'liouville': 0.0546721895279342, 'black': 0.053271633372000984, 'space': 0.05252799341651773, 'quantum': 0.05075686665605566, 'gravity': 0.050406904562252206, 'action': 0.04655558417965425, 'point': 0.04281801515545948, 'states': 0.0426589405233381, 'particles': 0.04180639500885072, 'lft': 0.03932215255075036, 'case': 0.03797794870390926, 'boundary': 0.03490316248888538, 'hole': 0.030853739034354205, 'probability': 0.030783565384687045, 'connections': 0.028404239213493637, 'surface': 0.025635530913702048, 'function': 0.025236155777619052, 'cft': 0.025139385093632727, 'classical': 0.024888837213866977, 'asymptotic': 0.02393862428568215, 'schottky': 0.023390866235370462, 'holomorphic': 0.022978748329031316, 'particle': 0.022283989131477236, 'ads': 0.02212443500672301, 'spaces': 0.021477059814404176, 'operators': 0.021425770782437722, 'riemann': 0.020892150292195696, 'relation': 0.0202986907646881, 'group': 0.019849883470067713}"
6912,"{'case': 0.02786230294040115, 'order': 0.026875141775249245, 'dimensional': 0.02626895389136594, 'qes': 0.02626895389136594, 'representations': 0.025697460174201825, 'nite': 0.020312027988424162, 'relation': 0.01997943178112548, 'algebra': 0.019054280491251713, 'polynomial': 0.017885535241327064, 'operator': 0.016804299329725388, 'hamiltonian': 0.016699257995379205, 'operators': 0.015472174715249174, 'values': 0.014401623916489213, 'rst': 0.014009807102778035, 'cases': 0.013167753027942819, 'energies': 0.013147598599713805, 'deformations': 0.013147598599713805, 'result': 0.01097677881214433, 'method': 0.010864844482212137, 'rev': 0.010864844482212137, 'oscillator': 0.010523327112571155, 'dierential': 0.01043256005732962, 'models': 0.009125194027725023, 'tions': 0.008953932678656344, 'harmonic': 0.008907754446082855, 'relations': 0.008907754446082855, 'shg': 0.008696212917636292, 'real': 0.008696212917636292, 'number': 0.008647511264037698, 'quasi': 0.008647511264037698}"
11022,"{'model': 0.06152050838922404, 'models': 0.05506195451155431, 'ising': 0.03529664407269831, 'operator': 0.0325260787989049, 'elds': 0.03124670939360107, 'conformal': 0.030884537892291872, 'gjj': 0.03033807402117933, 'coupled': 0.029862689853149327, 'sinh': 0.027381601017622284, 'theory': 0.026820832485793016, 'sin': 0.025047407386153644, 'djj': 0.02394179830974074, 'exact': 0.023726435558975873, 'nucl': 0.022923218984283986, 'energy': 0.022778984216015888, 'coupling': 0.022463832431325936, 'values': 0.022408665332185416, 'case': 0.02233656252991066, 'eld': 0.022195056379362435, 'primary': 0.020109945436873937, 'mass': 0.02006434801154708, 'minimal': 0.018954824065563758, 'action': 0.018479237969669174, 'atft': 0.01846517741437881, 'cosh': 0.018213871352362562, 'point': 0.0175369408251645, 'critical': 0.017137590289795338, 'nonperturbative': 0.016633495297066318, 'dierent': 0.01497947258894651, 'quantum': 0.01493812923234103}"
